601428,0.00,-0.11,0,50.529209383,18.096336317
611972,0.05,-0.03,0,50.529209383,18.096336317
615972,0.00,-0.03,0,50.529209383,18.096336317
619972,0.00,0.04,0,50.529209383,18.096336317
623972,0.05,-0.03,0,50.529209383,18.096336317
627980,0.05,-0.03,0,50.529203933,18.096352117
631972,0.05,-0.03,0,50.529203933,18.096352117
635972,0.05,-0.03,0,50.529203933,18.096352117
639972,0.05,-0.03,0,50.529203933,18.096352117
643972,0.21,0.04,0,50.529203933,18.096352117
647972,0.00,-0.03,0,50.529203933,18.096352117
651972,0.00,0.04,0,50.529203933,18.096352117
656908,0.05,-0.11,50,50.529203933,18.096352117
660908,0.05,-0.03,50,50.529203933,18.096352117
664908,0.05,-0.03,50,50.529203933,18.096352117
668908,0.05,-0.03,50,50.529197683,18.0963688
672916,0.05,0.04,50,50.529197683,18.0963688
676908,0.05,0.04,50,50.529197683,18.0963688
680916,0.05,0.04,50,50.529197683,18.0963688
684916,0.05,0.04,50,50.529197683,18.0963688
688916,0.05,-0.11,50,50.529197683,18.0963688
692916,0.00,0.04,50,50.529197683,18.0963688
696916,0.00,0.04,50,50.529197683,18.0963688
701852,0.05,-0.11,50,50.529197683,18.0963688
705852,0.05,-0.03,50,50.529197683,18.0963688
709852,0.05,0.04,50,50.529189183,18.096391083
713852,0.05,-0.03,50,50.529189183,18.096391083
717860,0.05,0.04,50,50.529189183,18.096391083
721852,0.05,0.04,50,50.529189183,18.096391083
725852,0.05,0.04,50,50.529189183,18.096391083
729852,0.05,0.04,50,50.529189183,18.096391083
733852,0.00,-0.03,50,50.529189183,18.096391083
737852,0.05,0.11,50,50.529189183,18.096391083
741852,0.05,0.04,50,50.529189183,18.096391083
745852,0.05,-0.03,50,50.529189183,18.096391083
750820,0.05,0.04,50,50.529180083,18.09641465
754812,0.00,-0.03,50,50.529180083,18.09641465
758820,0.00,0.04,50,50.529180083,18.09641465
762820,0.00,0.04,50,50.529180083,18.09641465
766828,0.00,0.04,50,50.529180083,18.09641465
770828,0.05,-0.03,50,50.529180083,18.09641465
774828,0.05,-0.03,50,50.529180083,18.09641465
778828,0.00,-0.03,50,50.529180083,18.09641465
782828,0.00,-0.03,50,50.529180083,18.09641465
786828,0.00,-0.03,50,50.529180083,18.09641465
790828,0.00,0.04,50,50.52917095,18.0964383
795764,0.11,-0.11,50,50.52917095,18.0964383
799776,0.00,-0.11,50,50.52917095,18.0964383
803772,0.00,-0.03,50,50.52917095,18.0964383
807772,0.00,0.04,50,50.52917095,18.0964383
811772,0.00,-0.03,50,50.52917095,18.0964383
815772,0.00,-0.11,50,50.52917095,18.0964383
819772,0.00,0.04,50,50.52917095,18.0964383
823772,0.00,0.04,50,50.52917095,18.0964383
827772,0.05,-0.03,50,50.52917095,18.0964383
831772,0.00,0.04,50,50.5291618,18.096461667
835772,0.00,-0.03,50,50.5291618,18.096461667
840700,0.11,-0.03,50,50.5291618,18.096461667
844708,0.05,-0.11,50,50.5291618,18.096461667
848708,0.05,-0.03,50,50.5291618,18.096461667
852708,0.05,-0.03,50,50.5291618,18.096461667
856708,0.05,-0.11,50,50.5291618,18.096461667
860708,0.05,0.04,50,50.5291618,18.096461667
864708,0.05,-0.03,50,50.5291618,18.096461667
868708,0.05,-0.03,50,50.5291618,18.096461667
872716,0.05,-0.03,50,50.529151817,18.096486283
876708,0.00,-0.03,50,50.529151817,18.096486283
880708,0.00,0.04,50,50.529151817,18.096486283
884708,0.00,-0.03,50,50.529151817,18.096486283
889644,0.05,-0.03,50,50.529151817,18.096486283
893652,0.05,-0.03,50,50.529151817,18.096486283
897652,0.05,0.04,50,50.529151817,18.096486283
901652,0.05,-0.11,50,50.529151817,18.096486283
905652,0.05,-0.03,50,50.529151817,18.096486283
909652,0.05,-0.11,50,50.529151817,18.096486283
913652,0.05,0.04,50,50.529141017,18.096512483
917660,0.05,-0.03,50,50.529141017,18.096512483
921660,0.43,-0.11,50,50.529141017,18.096512483
925660,0.00,0.04,50,50.529141017,18.096512483
929660,0.00,0.04,50,50.529141017,18.096512483
934596,0.05,-0.03,50,50.529141017,18.096512483
938596,0.05,0.04,50,50.529141017,18.096512483
942596,0.05,0.04,50,50.529141017,18.096512483
946596,0.05,-0.03,50,50.529141017,18.096512483
950596,0.05,-0.03,50,50.529141017,18.096512483
954596,0.05,-0.03,50,50.52913,18.0965386
958596,0.05,-0.03,50,50.52913,18.0965386
962596,0.05,-0.03,50,50.52913,18.0965386
966596,0.05,0.04,50,50.52913,18.0965386
970596,0.00,-0.03,50,50.52913,18.0965386
974596,0.00,0.04,50,50.52913,18.0965386
978596,0.00,-0.03,50,50.52913,18.0965386
983532,0.05,-0.03,50,50.52913,18.0965386
987532,0.05,-0.03,50,50.52913,18.0965386
991532,0.05,-0.03,50,50.52913,18.0965386
995532,0.05,0.04,50,50.529117083,18.096568717
999532,0.05,-0.03,50,50.529117083,18.096568717
